"mg_acc","FSA","origin_date","property_type","purchase_price","amort_period","loan_size","interest_rate","TDS","default","Sample"
555019,"V2C",2014-01-20,"apartment",238000,"30 years",173740,1.64,0.131354734197874,NA,"Holdout"
10502,"V2C",2011-06-24,"apartment",274000,"30 years",208240,2.58,0.219725531131571,1,"Estimation"
798304,"V2C",2011-04-27,"apartment",310000,"25 years",248000,2.42,0.121942290210243,0,"Estimation"
482741,"V2C",2018-10-02,"semi-detached/row/town-houses",309000,"30 years",244110,1.94,0.256358623389863,0,"Estimation"
661699,"V2C",2011-10-12,"semi-detached/row/town-houses",428000,"25 years",329560,3.16,0.268422935879278,0,"Validation"
142518,"V2C",2018-01-20,"apartment",232000,"25 years",185600,1.64,0.185477110227542,1,"Estimation"
278410,"V2C",2018-08-16,"apartment",235000,"25 years",180950,2.98,0.166489874544742,NA,"Holdout"
851441,"V2C",2013-05-24,"apartment",328000,"25 years",249280,1.94,0.188771522204067,NA,"Holdout"
176890,"V2C",2017-11-18,"semi-detached/row/town-houses",413000,"25 years",326270,2.66,0.175308688693007,0,"Estimation"
55197,"V2C",2012-09-12,"apartment",280000,"30 years",224000,1.86,0.234619659666644,0,"Validation"
384680,"V2C",2017-09-09,"semi-detached/row/town-houses",361000,"25 years",285190,3.08,0.18861319918714,0,"Estimation"
358257,"V2C",2018-04-18,"apartment",266000,"30 years",212800,1.68,0.165658117820019,1,"Estimation"
261514,"V2C",2018-09-08,"semi-detached/row/town-houses",263000,"25 years",210400,2.16,0.13772524556214,0,"Estimation"
234401,"V2C",2011-10-29,"apartment",359000,"25 years",283610,1.75,0.257240092950113,NA,"Holdout"
517982,"V2C",2011-10-10,"detached",615000,"25 years",485850,1.93,0.253031376918847,0,"Estimation"
544991,"V2C",2016-05-08,"apartment",313000,"25 years",250400,2.17,0.232632747601943,0,"Validation"
10940,"V2C",2016-04-17,"semi-detached/row/town-houses",291000,"25 years",232800,2.29,0.134975891259692,NA,"Holdout"
726852,"V2C",2014-09-16,"apartment",284000,"25 years",221520,1.72,0.19303985314587,0,"Estimation"
444778,"V2C",2014-12-19,"apartment",366000,"25 years",292800,1.9,0.27538405745934,0,"Estimation"
680713,"V2C",2016-06-28,"detached",619000,"30 years",495200,2.08,0.151257906543598,0,"Estimation"
846807,"V2C",2015-09-11,"semi-detached/row/town-houses",310000,"25 years",235600,1.87,0.175912757022538,0,"Estimation"
269835,"V2C",2015-12-18,"detached",445000,"25 years",356000,2.34,0.234181506014011,0,"Validation"
458377,"V2C",2018-03-12,"detached",434000,"25 years",347200,2.2,0.210501652610526,0,"Validation"
32971,"V2C",2016-12-15,"apartment",331000,"25 years",254870,2.32,0.314418841154685,0,"Estimation"
703574,"V2C",2015-12-15,"apartment",243000,"25 years",191970,2.08,0.178268268696415,0,"Estimation"
230146,"V2C",2018-10-26,"semi-detached/row/town-houses",388000,"25 years",302640,2.19,0.182618312570454,1,"Validation"
332318,"V2C",2013-07-22,"semi-detached/row/town-houses",422000,"25 years",337600,1.82,0.176714261127445,0,"Estimation"
470382,"V2C",2017-01-25,"apartment",240000,"25 years",192000,2.19,0.226605480528772,1,"Estimation"
281135,"V2C",2013-11-21,"apartment",339000,"25 years",257640,2.08,0.308739833577759,0,"Estimation"
299273,"V2C",2013-10-15,"apartment",312000,"30 years",246480,1.98,0.198987554716175,0,"Estimation"
111608,"V2C",2015-09-11,"semi-detached/row/town-houses",433000,"25 years",346400,2.48,0.266450847529357,NA,"Holdout"
334926,"V2C",2012-12-12,"apartment",336000,"25 years",262080,2.01,0.213514677896984,0,"Validation"
281643,"V2C",2017-03-17,"semi-detached/row/town-houses",308000,"25 years",243320,2.78,0.13726929278682,1,"Validation"
484461,"V2C",2016-09-25,"apartment",253000,"25 years",202400,1.77,0.131670212396784,0,"Estimation"
869625,"V2C",2015-09-27,"detached",405000,"30 years",324000,1.26,0.0870611306071348,0,"Estimation"
538989,"V2C",2018-04-05,"detached",634000,"20 years",507200,2.1,0.219822761802171,0,"Estimation"
998043,"V2E",2015-04-19,"detached",598000,"25 years",478400,2.44,0.163048262307409,0,"Validation"
953015,"V2E",2013-09-27,"detached",474000,"25 years",369720,1.61,0.150373762894758,0,"Estimation"
899526,"V2E",2017-09-29,"detached",664000,"30 years",531200,2.27,0.195943241514622,1,"Validation"
76131,"V2E",2018-04-06,"semi-detached/row/town-houses",276000,"25 years",215280,1.81,0.160519817916413,NA,"Holdout"
287886,"V2E",2018-10-08,"semi-detached/row/town-houses",318000,"25 years",251220,2.26,0.147113805532085,0,"Validation"
362157,"V2E",2017-07-19,"semi-detached/row/town-houses",405000,"25 years",324000,2.85,0.264387546087527,1,"Validation"
769282,"V2E",2011-08-18,"detached",571000,"25 years",451090,1.5,0.152325855656294,NA,"Holdout"
409150,"V2E",2017-05-25,"detached",599000,"25 years",479200,2.47,0.206407746316508,0,"Estimation"
508531,"V2E",2018-01-10,"detached",607000,"25 years",485600,2.13,0.247450737898041,0,"Estimation"
820234,"V2E",2012-08-12,"semi-detached/row/town-houses",353000,"25 years",282400,2.18,0.291755575451993,0,"Estimation"
42843,"V2E",2018-07-05,"semi-detached/row/town-houses",291000,"25 years",229890,1.59,0.129580746910434,0,"Validation"
940740,"V2E",2011-06-25,"semi-detached/row/town-houses",420000,"25 years",327600,1.9,0.203075088260145,0,"Estimation"
487014,"V2E",2017-11-06,"semi-detached/row/town-houses",418000,"20 years",334400,1.59,0.262130507597981,1,"Estimation"
425749,"V2E",2015-07-25,"apartment",344000,"25 years",268320,2,0.277135482027821,NA,"Holdout"
956861,"V2E",2018-10-27,"semi-detached/row/town-houses",330000,"25 years",257400,1.74,0.16399388673105,0,"Validation"
970915,"V2E",2017-12-28,"detached",458000,"25 years",352660,2.47,0.137709496219928,NA,"Holdout"
934669,"V2E",2016-12-22,"semi-detached/row/town-houses",444000,"25 years",355200,1.84,0.207020669603244,0,"Validation"
310579,"V2E",2017-04-19,"apartment",291000,"25 years",232800,2.11,0.121768363102953,0,"Validation"
225808,"V2E",2013-08-25,"semi-detached/row/town-houses",285000,"25 years",225150,1.56,0.137865926805023,NA,"Holdout"
602071,"V2E",2017-03-24,"apartment",288000,"30 years",230400,1.66,0.160937281594789,1,"Validation"
22005,"V2E",2018-01-25,"detached",603000,"25 years",482400,2.57,0.426609839032217,0,"Estimation"
66029,"V2E",2013-04-11,"detached",535000,"25 years",401250,2.51,0.299301978410888,0,"Estimation"
62699,"V2E",2016-07-23,"detached",589000,"25 years",471200,2.31,0.350147089604011,0,"Estimation"
298052,"V2E",2012-07-21,"detached",379000,"25 years",303200,2,0.147793071758897,NA,"Holdout"
119698,"V2E",2015-03-14,"semi-detached/row/town-houses",356000,"30 years",284800,2.18,0.166305818839081,NA,"Holdout"
735661,"V2E",2015-11-18,"semi-detached/row/town-houses",320000,"25 years",249600,3.44,0.202712702160634,0,"Estimation"
589496,"V2E",2018-10-26,"semi-detached/row/town-houses",411000,"25 years",324690,1.58,0.192668722441486,0,"Estimation"
228580,"V2E",2017-10-25,"detached",648000,"25 years",518400,2.25,0.151252750829231,NA,"Holdout"
675989,"V2E",2017-08-25,"detached",436000,"25 years",348800,1.55,0.141836512418201,0,"Estimation"
449674,"V2E",2018-04-13,"semi-detached/row/town-houses",424000,"25 years",334960,2.2,0.219073046198451,0,"Estimation"
548129,"V2G",2014-04-09,"detached",245000,"30 years",196000,2.37,0.101817178335444,1,"Validation"
365954,"V2G",2015-11-21,"detached",325000,"25 years",260000,1.75,0.183155410739197,0,"Estimation"
253684,"V2G",2016-09-03,"apartment",105000,"25 years",79800,1.39,0.0774510696173046,0,"Estimation"
200061,"V2G",2016-08-09,"detached",362000,"25 years",289600,2.19,0.136850408096753,0,"Validation"
471037,"V2G",2017-03-20,"detached",276000,"25 years",220800,1.98,0.0998327980251474,0,"Estimation"
336342,"V2G",2018-05-02,"apartment",71000,"25 years",56800,2.1,0.072848963916603,0,"Estimation"
93217,"V2G",2017-09-11,"apartment",103000,"25 years",81370,1.53,0.0840435378674283,NA,"Holdout"
62060,"V2G",2016-12-27,"detached",224000,"20 years",174720,2.38,0.0990558010575145,0,"Validation"
204948,"V2G",2014-08-22,"apartment",75000,"20 years",56250,2.31,0.0973300014978559,0,"Estimation"
21997,"V2G",2013-09-04,"detached",368000,"25 years",294400,1.45,0.136250542422871,0,"Validation"
229248,"V2G",2018-07-16,"apartment",103000,"25 years",82400,1.97,0.0903943370711759,NA,"Holdout"
531228,"V2G",2016-07-20,"detached",303000,"25 years",242400,1.92,0.155439654531205,0,"Estimation"
448149,"V2G",2018-07-28,"detached",304000,"25 years",237120,2.64,0.0719848445344168,0,"Estimation"
672396,"V2G",2015-10-28,"detached",218000,"25 years",165680,1.78,0.105953194168791,0,"Validation"
290223,"V2G",2018-06-28,"semi-detached/row/town-houses",223000,"25 years",178400,1.94,0.163036398837942,0,"Estimation"
544519,"V2G",2015-10-20,"detached",299000,"25 years",239200,2.7,0.0796703956339182,0,"Estimation"
191965,"V2G",2012-10-17,"detached",285000,"25 years",225150,2.49,0.0795940214731874,0,"Estimation"
57987,"V2G",2016-10-23,"apartment",72000,"25 years",57600,2.59,0.0801732345599435,0,"Estimation"
198848,"V2G",2011-04-27,"detached",305000,"25 years",240950,2.03,0.101909278003148,NA,"Holdout"
292000,"V2G",2017-06-24,"apartment",102000,"20 years",70380,2.6,0.104879282303586,NA,"Holdout"
712671,"V2G",2018-06-16,"semi-detached/row/town-houses",202000,"30 years",161600,3.16,0.164049552871908,0,"Validation"
292783,"V2G",2017-11-14,"apartment",75000,"30 years",60000,2.1,0.0763777744543291,0,"Estimation"
930019,"V2G",2017-10-26,"detached",338000,"25 years",270400,1.51,0.12602605756967,NA,"Holdout"
786830,"V2G",2013-10-14,"semi-detached/row/town-houses",160000,"25 years",128000,2.21,0.105289520633912,0,"Estimation"
654354,"V2G",2016-04-29,"detached",316000,"25 years",252800,1.69,0.138271220077117,0,"Estimation"
320564,"V2G",2017-07-26,"semi-detached/row/town-houses",173000,"25 years",136670,1.29,0.0972980298189043,NA,"Holdout"
35336,"V2G",2016-12-19,"semi-detached/row/town-houses",170000,"25 years",125800,2.41,0.0782600900905338,0,"Estimation"
91955,"V2G",2018-07-08,"detached",340000,"25 years",265200,1.65,0.0945796397918378,0,"Estimation"
960552,"V2G",2018-09-06,"apartment",71000,"30 years",51120,2.61,0.057986245553054,NA,"Holdout"
258298,"V2G",2012-09-11,"apartment",105000,"25 years",82950,2.47,0.0683403116152622,NA,"Holdout"
978520,"V2G",2018-08-15,"apartment",91000,"20 years",71890,2.26,0.0385900270877809,0,"Validation"
925643,"V2G",2015-07-01,"detached",328000,"25 years",246000,2.21,0.183093272320816,NA,"Holdout"
434680,"V2G",2017-12-07,"apartment",67000,"30 years",53600,2.61,0.0619498102480994,NA,"Holdout"
338789,"V2G",2016-09-12,"detached",252000,"25 years",196560,1.28,0.107389415172623,1,"Validation"
782996,"V2G",2011-03-12,"detached",245000,"25 years",186200,1.87,0.0949025838083499,0,"Validation"
322746,"V2G",2011-02-20,"semi-detached/row/town-houses",234000,"25 years",187200,2.35,0.129179956714914,0,"Estimation"
199915,"V2G",2016-11-20,"apartment",66000,"25 years",52800,2.99,0.0555357801067926,NA,"Holdout"
951964,"V2H",2014-08-04,"semi-detached/row/town-houses",271000,"25 years",203250,2.64,0.115004160220635,NA,"Holdout"
313114,"V2H",2016-10-03,"semi-detached/row/town-houses",378000,"25 years",294840,2.26,0.27965071892308,1,"Validation"
631455,"V2H",2011-10-28,"semi-detached/row/town-houses",416000,"25 years",324480,1.81,0.245602436406021,NA,"Holdout"
934145,"V2H",2013-12-10,"detached",591000,"25 years",466890,2.03,0.193408730223429,NA,"Holdout"
193361,"V2H",2013-10-19,"detached",663000,"25 years",497250,2.44,0.201848706504569,0,"Estimation"
981481,"V2H",2017-09-19,"detached",528000,"25 years",385440,1.72,0.252525928852005,0,"Estimation"
45026,"V2H",2014-12-15,"detached",460000,"25 years",358800,1.39,0.187211873779854,0,"Validation"
552082,"V2H",2014-06-15,"semi-detached/row/town-houses",306000,"25 years",241740,2.56,0.153696894841637,0,"Estimation"
185835,"V2H",2018-03-06,"detached",576000,"25 years",455040,1.46,0.227657159879133,NA,"Holdout"
581163,"V2H",2016-03-28,"apartment",296000,"30 years",230880,2.13,0.189717210380404,0,"Estimation"
305897,"V2H",2018-10-14,"apartment",370000,"20 years",284900,1.91,0.175487912950278,1,"Estimation"
458707,"V2J",2012-08-15,"detached",324000,"25 years",249480,3.21,0.0896808916115358,0,"Validation"
421547,"V2J",2014-11-04,"semi-detached/row/town-houses",191000,"30 years",145160,1.73,0.0845227052537052,0,"Validation"
618385,"V2J",2013-04-11,"apartment",73000,"25 years",56940,1.88,0.0687718712068853,0,"Estimation"
547865,"V2J",2016-12-29,"apartment",77000,"25 years",61600,1.58,0.0852064426005282,NA,"Holdout"
756035,"V2J",2017-03-11,"semi-detached/row/town-houses",243000,"25 years",194400,2.31,0.18393229745501,0,"Estimation"
478418,"V2J",2017-10-03,"apartment",89000,"25 years",69420,2.04,0.0737344557588742,0,"Validation"
185732,"V2J",2018-05-16,"semi-detached/row/town-houses",215000,"25 years",169850,2.41,0.188863691776463,0,"Estimation"
157908,"V2J",2018-08-20,"detached",274000,"25 years",213720,1.76,0.158701194018583,0,"Estimation"
126888,"V2J",2016-06-22,"detached",244000,"20 years",190320,1.63,0.0771084877409254,0,"Validation"
106640,"V2J",2015-10-19,"apartment",81000,"25 years",63990,2.09,0.0704139651608578,0,"Validation"
228654,"V2J",2014-07-05,"apartment",86000,"25 years",67080,2.01,0.0873141798632781,0,"Estimation"
478011,"V2J",2018-03-06,"apartment",86000,"25 years",68800,3.19,0.0838958526039604,1,"Validation"
878711,"V2J",2016-12-06,"apartment",83000,"25 years",66400,2.98,0.057641679899257,0,"Estimation"
403591,"V2J",2017-09-28,"apartment",77000,"25 years",60830,2.19,0.0746860458400825,NA,"Holdout"
599104,"V2J",2018-02-18,"semi-detached/row/town-houses",169000,"25 years",118300,2.12,0.0443126394257752,NA,"Holdout"
986007,"V2J",2017-02-20,"detached",261000,"25 years",208800,2.7,0.116746593261516,0,"Estimation"
682808,"V2J",2018-01-31,"detached",210000,"25 years",161700,1.39,0.0986799057414492,NA,"Holdout"
561550,"V2J",2018-03-01,"apartment",74000,"25 years",59200,2,0.0592920644507582,0,"Validation"
163338,"V2J",2018-07-22,"apartment",107000,"25 years",85600,1.97,0.112749938328979,NA,"Holdout"
868666,"V2J",2015-09-09,"detached",219000,"25 years",175200,1.72,0.0607361290091099,1,"Estimation"
268222,"V2J",2014-08-26,"detached",202000,"20 years",155540,1.74,0.0797853961205387,NA,"Holdout"
920436,"V2J",2015-05-26,"apartment",71000,"25 years",56800,2.54,0.0678960904701969,0,"Validation"
714532,"V2J",2011-01-28,"detached",184000,"25 years",138000,2.69,0.18228410693755,0,"Estimation"
401877,"V2J",2015-11-15,"detached",303000,"30 years",242400,1.29,0.115539413449752,NA,"Holdout"
707143,"V2J",2017-04-22,"apartment",87000,"25 years",69600,1.22,0.0944910800885714,0,"Estimation"
126154,"V2J",2012-07-13,"apartment",80000,"30 years",60800,2.43,0.0823092991269268,0,"Validation"
629389,"V2J",2017-11-25,"detached",242000,"25 years",181500,2.86,0.0919338596936305,0,"Estimation"
629929,"V2J",2018-04-01,"apartment",85000,"25 years",68000,3.13,0.101544830469757,0,"Validation"
659109,"V2J",2013-12-22,"apartment",115000,"25 years",92000,3.38,0.126949016563051,0,"Estimation"
396565,"V2J",2013-02-11,"detached",194000,"25 years",155200,1.9,0.0958311835490902,NA,"Holdout"
948500,"V2J",2018-11-26,"detached",220000,"30 years",176000,2.91,0.101228556126846,1,"Estimation"
25342,"V2J",2017-10-16,"detached",324000,"25 years",252720,2.5,0.0933282506382899,NA,"Holdout"
205366,"V2J",2016-11-03,"semi-detached/row/town-houses",270000,"25 years",213300,1.95,0.14305161580251,0,"Estimation"
124268,"V2J",2013-11-15,"apartment",112000,"30 years",81760,3.49,0.104722065417795,NA,"Holdout"
924978,"V2J",2011-06-22,"semi-detached/row/town-houses",266000,"25 years",210140,1.91,0.118436867989139,0,"Validation"
811733,"V2K",2015-11-09,"semi-detached/row/town-houses",233000,"30 years",181740,2.3,0.131613292896313,0,"Estimation"
734710,"V2K",2018-07-26,"semi-detached/row/town-houses",222000,"25 years",177600,1.38,0.111611512780027,0,"Validation"
466631,"V2K",2015-10-02,"detached",312000,"25 years",249600,2.14,0.107923782035466,0,"Validation"
850856,"V2K",2016-11-07,"semi-detached/row/town-houses",225000,"25 years",180000,2.25,0.103870313127362,1,"Validation"
755056,"V2K",2017-02-21,"detached",279000,"25 years",220410,3.24,0.0714309518956599,0,"Validation"
573209,"V2K",2018-07-24,"detached",266000,"25 years",210140,1.63,0.164636600817489,0,"Estimation"
397702,"V2K",2018-01-30,"detached",449000,"25 years",345730,2.91,0.137494166144556,0,"Estimation"
72808,"V2K",2017-08-31,"detached",443000,"30 years",354400,1.66,0.103297441559396,1,"Estimation"
367457,"V2K",2011-10-28,"detached",360000,"30 years",284400,2,0.146228330161912,0,"Validation"
925442,"V2K",2018-11-27,"detached",444000,"25 years",350760,2.71,0.215152302765182,1,"Estimation"
416754,"V2K",2017-08-24,"detached",271000,"30 years",216800,2.12,0.107451970869073,1,"Validation"
17554,"V2K",2018-05-17,"semi-detached/row/town-houses",237000,"25 years",170640,2.73,0.215911642440584,0,"Validation"
876851,"V2K",2017-05-05,"detached",278000,"25 years",222400,1.74,0.0557806200828203,NA,"Holdout"
619712,"V2K",2015-03-16,"semi-detached/row/town-houses",186000,"25 years",148800,3.1,0.123920638859204,0,"Estimation"
134171,"V2K",2015-06-27,"semi-detached/row/town-houses",238000,"30 years",183260,1.37,0.0902795896267209,0,"Estimation"
643672,"V2K",2017-04-18,"detached",333000,"30 years",266400,2.02,0.279791994290219,1,"Estimation"
618622,"V2K",2013-04-27,"detached",464000,"25 years",371200,2.19,0.156561998391074,0,"Validation"
422105,"V2K",2017-12-12,"detached",340000,"25 years",258400,1.9,0.121497591498135,0,"Estimation"
992113,"V2K",2017-12-25,"detached",286000,"25 years",228800,1.9,0.134145229792565,0,"Validation"
595703,"V2K",2013-05-10,"detached",383000,"25 years",283420,1.7,0.277487595074907,0,"Validation"
733098,"V2K",2012-01-12,"detached",299000,"25 years",239200,2.38,0.135672131870999,1,"Estimation"
221423,"V2K",2018-12-19,"detached",464000,"20 years",366560,1.83,0.158454012082922,0,"Validation"
377129,"V2K",2015-11-17,"semi-detached/row/town-houses",198000,"25 years",158400,2.04,0.100601366211409,1,"Estimation"
615958,"V2K",2014-08-01,"detached",307000,"30 years",245600,2.14,0.241308250802549,1,"Validation"
703197,"V2K",2018-12-01,"detached",413000,"30 years",326270,1.43,0.322933288313618,0,"Estimation"
848852,"V2K",2012-02-06,"semi-detached/row/town-houses",210000,"25 years",168000,2.47,0.17378829218548,1,"Validation"
49167,"V2K",2018-06-16,"apartment",246000,"25 years",196800,1.76,0.202718981332873,0,"Estimation"
27447,"V2K",2015-09-25,"semi-detached/row/town-houses",252000,"25 years",201600,2.53,0.257496790597418,0,"Estimation"
